Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
1288,CBOE US EQUITY,27.58,2411.8434,1.6679,0.44,17.2886,10.4522,0.15,3.16,2.7472,0,-0.034651733,0.691080493,1
1289,CBOE US EQUITY,29.4,2565.785,1.7347,0.52,17.499,10.6949,0.15,4.2512,3.6667,0,0.065989848,0.538435374,1
1290,CBOE US EQUITY,29.46,2571.0213,4.4807,0.45,17.489,10.7519,0.9,3.8909,3.4758,0,0.002040816,0.763747454,1
1291,CBOE US EQUITY,45.23,3966.7147,3.0511,0.47,24.7805,12.148,0.18,4.7239,4.2282,0,-0.030231561,0.183395976,1
1292,CBOE US EQUITY,51.96,4530.7786,2.2325,0.52,27.334,15.8465,0.68,2.8742,2.524,0,0.148795048,0.220554273,1
1293,CBOE US EQUITY,56.6,4894.9858,2.1025,0.56,28.5725,17.0175,0.18,3.7071,3.4506,0,0.089299461,0.014222615,0
1294,CBOE US EQUITY,49.21,4231.1736,2.5401,0.5,25.0953,15.9654,0.21,3.5338,2.9058,0,-0.130565371,0.162771794,1
1295,CBOE US EQUITY,53.525,4560.8472,2.3914,0.57,24.8953,18.4739,0.21,3.2618,2.6601,0,0.08768543,0.253246147,1
1296,CBOE US EQUITY,63.42,5352.6108,1.2772,0.58,28.2633,21.3324,0.21,3.3137,2.8007,0,0.184866885,0.023336487,0
1297,CBOE US EQUITY,57.405,4822.2061,1.4633,0.5,26.2538,19.7136,0.21,2.9611,2.6805,0,-0.094843898,0.138054176,1
1298,CBOE US EQUITY,57.22,4776.3429,1.503,0.54,25.7542,20.8952,0.23,2.6857,2.1117,0,-0.003222716,0.164278224,1
1299,CBOE US EQUITY,67.08,5553.2713,1.3119,0.81,27.84,21.3272,0.23,2.8311,2.3841,0,0.172317372,-0.033243888,0
1300,CBOE US EQUITY,64.9,5351.3286,1.3867,0.61,27.0108,20.5186,0.23,2.7585,2.227,0,-0.032498509,0.135130971,1
1301,CBOE US EQUITY,65.33,5343.6912,1.4082,0.6,26.1054,21.489,0.23,2.2157,1.9805,0,0.006625578,0.24093066,1
1302,CBOE US EQUITY,66.62,5422.6048,1.381,0.62,26.1073,20.3762,0.23,2.2689,1.6093,0,0.019745905,0.371960372,1
1303,CBOE US EQUITY,64.85,5271.3523,1.4495,0.5,27.2306,18.2044,0.25,2.5466,1.6502,0,-0.026568598,0.654895914,1
1304,CBOE US EQUITY,73.67,5988.2887,1.276,0.55,30.9342,20.6803,0.25,2.6151,1.9355,0,0.136006168,0.691190444,1
1305,CBS US EQUITY,31.76,20597.5705,1.2594,0.66,12.2659,2.0604,0.1,1.4591,1.1113,67.2168,-0.032592141,0.53872796,1
1306,CBS US EQUITY,36.33,23256.2184,1.101,0.61,13.4835,2.3016,0.12,1.5801,1.1327,57.6052,0.143891688,0.518304432,1
1307,CBS US EQUITY,38.05,24173.4889,1.1564,0.62,13.1767,2.3472,0.12,1.4514,0.9756,57.9849,0.047343793,0.675164258,1
1308,CBS US EQUITY,55.16,33367.8358,0.8702,0.82,15.7209,3.4279,0.12,1.3035,0.9185,61.6792,0.128708819,-0.030094271,0
1309,CBS US EQUITY,63.74,38245.4267,0.7531,0.78,17.7981,3.8119,0.12,1.2764,0.8562,64.5695,0.155547498,-0.131785378,0
1310,CBS US EQUITY,61.8,36674.298,0.7767,0.8,18.989,4.1969,0.12,1.2468,0.887,94.4136,-0.030436147,-0.018932039,0
1311,CBS US EQUITY,62.14,35312.3536,0.7724,0.77,18.9856,3.9351,0.12,1.6236,0.9825,63.2521,0.005501618,-0.106855488,0
1312,CBS US EQUITY,53.5,28189.4658,0.9533,3.08,16.1666,3.6965,0.15,1.5908,1.0468,92.4661,-0.139040875,-0.254205607,0
1313,CBS US EQUITY,55.34,28714.5965,0.9758,0.8,16.4224,4.0254,0.15,1.36,0.9638,102.0373,0.034392523,-0.14835562,0
1314,CBS US EQUITY,60.63,30187.4433,0.9401,0.79,17.9706,4.6916,0.15,1.6882,1.1727,120.5878,0.095590893,-0.091373907,0
1315,CBS US EQUITY,55.5,27385.7978,1.0811,0.68,18.3956,4.5048,0.15,1.5091,0.9934,135.8377,-0.084611578,-0.019099099,0
1316,CBS US EQUITY,39.9,19430.3214,1.5038,0.89,12.6236,3.217,0.15,1.6186,1.0286,149.6683,-0.281081081,0.371929825,1
1317,CBS US EQUITY,47.13,22411.9493,1.2731,0.56,12.2383,3.9226,0.15,1.6143,1.0371,151.8605,0.181203008,0.36855506,1
1318,CBS US EQUITY,55.09,25463.6221,1.0891,1.03,13.673,4.5615,0.15,1.6353,1.2083,150.4468,0.168894547,0.259030677,1
1319,CBS US EQUITY,54.44,24804.6021,1.1021,0.94,13.2379,4.5064,0.15,1.6508,1.1075,156.069,-0.011798875,0.171565026,1
1320,CBS US EQUITY,54.74,24361.6452,1.1509,1.08,12.8867,4.473,0.18,1.7615,1.1385,167.4832,0.005510654,0.039824626,0
1321,CBS US EQUITY,64.5,27757.33,0.9767,-0.27,15.1844,5.2705,0.18,1.6351,1.055,254.1339,0.178297406,-0.085271318,0
1322,CBT US EQUITY,38.74,2456.1121,1.8585,1.04,13.2402,1.4067,0.2,2.5667,1.773,36.9841,-0.092740047,-0.034073309,0
1323,CBT US EQUITY,36.57,2314.6908,2.0235,0.58,11.5117,1.3127,0.2,1.5702,0.8781,73.1821,-0.056014455,0.167897183,1
1324,CBT US EQUITY,39.79,2525.5708,1.9603,0.31,11.963,1.3799,0.2,1.7754,0.8908,76.2316,0.088050314,0.291781855,1
1325,CBT US EQUITY,42.71,2727.5584,1.8731,0.73,14.5719,1.4004,0.2,1.7713,0.8626,62.314,0.141368252,0.188714587,1
1326,CBT US EQUITY,51.4,3294.3901,1.5564,1.24,15.5927,1.6499,0.2,1.6667,0.8266,69.9438,0.203465231,-0.146692607,0
1327,CBT US EQUITY,59.06,3801.9388,1.3546,0.55,17.5962,1.8757,0.2,1.7547,0.8326,67.3802,0.149027237,-0.238062987,0
1328,CBT US EQUITY,57.99,3739.525,1.414,0.79,17.8628,1.7944,0.22,2.0993,1.1538,54.0345,-0.018117169,-0.356958096,0
1329,CBT US EQUITY,50.77,3278.7453,1.6545,0.51,17.0059,1.6832,0.22,2.1651,1.1984,53.2461,-0.124504225,-0.378373055,0
1330,CBT US EQUITY,43.86,2809.1398,1.9608,0.7,16.4346,1.5074,0.22,2.0356,1.1316,59.8684,-0.136103998,-0.067943456,0
1331,CBT US EQUITY,45,2867.3065,1.9556,0.41,18.0655,1.6543,0.22,2.1023,1.1867,62.9831,0.025991792,0.074,0
1332,CBT US EQUITY,37.29,2366.6843,2.3599,-7.04,15.8397,1.8561,0.22,2.0739,1.1391,84.2105,-0.171333333,0.224456959,1
1333,CBT US EQUITY,31.56,1985.5972,2.7883,0.68,12.7831,1.5974,0.22,2.3764,1.2562,76.2332,-0.153660499,0.660646388,1
1334,CBT US EQUITY,40.88,2557.7376,2.1526,-0.11,16.43,2.1992,0.22,1.409,0.7348,80.0797,0.29531052,0.248043053,1
1335,CBT US EQUITY,48.33,3013.798,1.8208,0.76,18.3322,2.3934,0.22,1.5695,0.8931,74.2055,0.182240705,0.239602731,1
1336,CBT US EQUITY,45.66,2849.132,2.1025,0.9,15.8264,2.2082,0.3,1.6324,0.9924,72.5958,-0.055245189,0.170170828,1
1337,CBT US EQUITY,52.41,3269.2275,2.5568,0.83,16.2401,2.5592,0.6,2.6373,1.6524,69.0962,0.1478318,0.07498569,0
1338,CBT US EQUITY,51.02,3180.2195,2.6264,0.87,15.8094,2.4914,0.3,2.5214,1.4962,74.1582,-0.026521656,0.207173657,1
1339,CC US EQUITY,8.24,1495.3157,1.4563,-0.1,9.8815,9.0636,0.03,1.5873,0.8532,2283.432,0.177142857,3.601941748,1
1340,CC US EQUITY,16,2904.7222,0.75,1.12,21.7105,7.7123,0.03,1.9199,1.227,982.9396,0.941747573,2.150625,1
1341,CC US EQUITY,22.35,4063.9971,0.5369,-1.26,30.3269,10.7731,0.03,1.4416,0.9283,3407.6923,0.396875,1.239821029,1
1342,CCK US EQUITY,44.57,6153.3028,0,0.36,14.9428,1539.9814,0,1.089,0.6003,1329.4118,0.054162725,0.142023783,1
1343,CCK US EQUITY,44.74,6192.3557,0,0.18,14.6389,2067.0152,0,1.2023,0.5724,1590.6977,0.003814225,0.207420653,1
1344,CCK US EQUITY,49.76,6896.8267,0,0.77,16.0429,47.995,0,1.2239,0.5293,1333.0097,0.112203844,0.063303859,0
1345,CCK US EQUITY,44.52,6183.486,0,1.78,13.0491,22.9062,0,1.3044,0.6381,993.9781,-0.105305466,0.027628032,0
1346,CCK US EQUITY,50.9,7070.9728,0,0.09,14.9186,59.4548,0,1.2377,0.6214,1342.1189,0.143306379,-0.003929273,0
1347,CCK US EQUITY,52.91,7366.7358,0,1.03,15.8178,58.5377,0,1.165,0.4358,1456.6832,-0.020547945,-0.042336042,0
1348,CCK US EQUITY,45.75,6377.6328,0,1.02,13.7704,45.5578,0,1.1949,0.5297,1342.0323,-0.135324135,0.247868852,1
1349,CCK US EQUITY,50.7,7068.1769,0,0.48,14.3563,49.095,0,1.0485,0.5024,1268.5057,0.108196721,0.043786982,0
1350,CCK US EQUITY,49.59,6914.0602,0,0.57,13.2396,27.7685,0,1.0684,0.3819,1012.4774,-0.021893491,0.067755596,0
1351,CCK US EQUITY,50.67,7067.3145,0,1.22,13.0002,22.2559,0,1.0463,0.3888,848.1541,0.021778584,0.177422538,1
1352,CCK US EQUITY,57.09,7974.1121,0,1.32,14.6729,17.0171,0,1.1048,0.4952,676.1232,0.126702191,0.054300228,0
1353,CCK US EQUITY,52.92,7398.0684,0,0.47,13.6011,15.7741,0,0.981,0.4323,735.1796,-0.073042564,0.06292517,0
1354,CDK US EQUITY,53.98,8653.8648,0.6669,0.25,41.2058,11.2277,0.12,1.7761,1.4502,125.507,0.154405475,0.027973323,0
1355,CDK US EQUITY,47.78,7615.7271,1.0046,0.37,37.493,9.6627,0.12,1.9261,1.5197,122.0813,-0.114857355,0.200502302,1
1356,CDK US EQUITY,47.47,7568.0367,1.0428,0.43,32.6496,12.7419,0.135,2.0683,1.6382,206.2101,-0.00648807,0.277649041,1
1357,CDK US EQUITY,46.55,7228.1156,1.0956,0.35,30.5959,11.4495,0.135,1.9078,1.5758,187.8169,-0.019380661,0.396562836,1
1358,CDK US EQUITY,55.49,8619.614,0.9461,0.38,31.9744,23.1491,0.135,1.4113,1.1169,323.5247,0.192051557,0.118399712,1
1359,CDK US EQUITY,57.36,8612.2063,0.9414,0.51,29.4926,20.8442,0.135,1.555,1.2526,283.5167,0.033699766,0.107566248,1
1360,CDK US EQUITY,60.65,9067.3147,0.8904,0.56,31.1842,22.0398,0.14,1.7387,1.3935,1267.8006,0.057357043,0.175267931,1
1361,CDNS US EQUITY,10.49,2880.9872,0,0.13,30.5388,6.2528,0,1.1552,0.8338,86.9097,-0.117746005,0.38036225,1
1362,CDNS US EQUITY,13.51,3782.9121,0,1.15,9.1652,4.1429,0,1.1429,0.7598,48.8445,0.050136028,0.037749815,0
1363,CDNS US EQUITY,13.51,3836.0492,0,0.14,9.8227,3.5462,0,0.9819,0.6306,46.8741,-0.06698895,0.273871207,1
1364,CDNS US EQUITY,15.54,4507.2023,0,0.12,31.0142,3.7053,0,1.0881,0.6172,27.1008,0.108416548,0.186615187,1
1365,CDNS US EQUITY,17.49,5063.5648,0,0.08,32.2574,4.0245,0,1.0047,0.5378,34.3783,0.125482625,0.124070898,1
1366,CDNS US EQUITY,25.52,7316.9667,0,0.14,29.1913,7.8949,0,1.1989,0.9458,93.4916,-0.000391696,0.638714734,1
1367,CDW US EQUITY,27.44,4718.4252,0.3098,0.3,18.5252,6.2529,0.0425,1.5847,1.1573,420.2968,0.174657534,0.357142857,1
1368,CDW US EQUITY,31.88,5484.3533,0.3999,0.51,19.6247,6.4945,0.0425,1.5792,1.1467,370.0284,0.16180758,0.075282309,0
1369,CDW US EQUITY,31.05,5344.4253,0.5475,0.33,18.058,5.9773,0.0425,1.6472,1.1986,353.6577,-0.026035132,0.315942029,1
1370,CDW US EQUITY,35.17,6056.6919,0.5544,0.3,20.0005,6.4669,0.0675,1.6713,1.2981,340.63,0.132689211,0.195336935,1
1371,CDW US EQUITY,37.24,6424.9342,0.5908,0.32,20.0523,6.5852,0.0675,1.7438,1.3302,328.6725,0.05885698,0.114393126,1
1372,CDW US EQUITY,34.28,5917.1796,0.7147,0.63,17.2705,5.8556,0.0675,1.6698,1.26,318.2968,-0.079484425,0.169194866,1
1373,CDW US EQUITY,40.86,6929.3643,0.6608,0.89,17.4829,6.427,0.0675,1.461,1.0457,303.7836,0.191948658,0.119187469,1
1374,CDW US EQUITY,42.04,7116.2983,0.7374,0.53,17.313,6.4523,0.1075,1.4787,1.0889,297.445,0.028879099,0.253330162,1
1375,CDW US EQUITY,41.5,6886.4246,0.8434,0.47,16.8227,6.6047,0.1075,1.4492,1.0437,312.7128,-0.01284491,0.39060241,1
1376,CDW US EQUITY,40.08,6637.6274,0.9731,0.71,15.7857,6.4546,0.1075,1.4122,1.0157,319.7651,-0.034216867,0.560129741,1
1377,CDW US EQUITY,45.73,7468.349,0.9403,0.78,18.7104,7.4101,0.1075,1.4095,1.0053,327.2489,0.140968064,0.448064728,1
1378,CDW US EQUITY,52.69,8457.0996,0.8161,0.64,21.558,8.5379,0.16,1.4198,1.0665,309.3639,0.152197682,0.318846081,1
1379,CE US EQUITY,33.6,5255.07,0.6845,1.4,7.1748,3.4096,0.06,2.1388,1.356,167.4733,-0.26557377,0.333333333,1
1380,CE US EQUITY,37.91,6036.2119,0.6331,0.8,8.0393,3.398,0.075,2.1276,1.3735,155.6136,0.12827381,0.392508573,1
1381,CE US EQUITY,44.53,7103.9646,0.6063,-1.06,10.6167,4.1092,0.075,2.0952,1.3572,179.0751,0.17462411,0.242083988,1
1382,CE US EQUITY,52.79,8423.9762,0.7956,1.09,15.214,3.9945,0.18,2.0213,1.3106,148.4645,0.178348214,0.108543285,1
1383,CE US EQUITY,55.31,8720.855,0.9492,4.16,13.9876,3.2161,0.18,2.0595,1.2246,113.5235,0.047736314,0.084071596,0
1384,CE US EQUITY,55.51,8711.8022,1.1349,1.25,13.0728,3.0782,0.18,2.1497,1.3424,104.0411,0.003615983,0.00630517,0
1385,CE US EQUITY,64.28,10023.2947,1.229,1.66,13.5012,3.3769,0.25,2.164,1.3921,97.9684,0.157989551,0.118232732,1
1386,CE US EQUITY,58.52,9085.1336,1.4696,1.64,11.4829,3.0539,0.25,1.6843,1.1704,108.5805,-0.089607965,0.011107314,0
1387,CE US EQUITY,59.96,9211.8024,1.551,-0.55,13.0542,3.2534,0.25,2.0164,1.2055,88.4665,0.024606972,0.122915277,1
1388,CE US EQUITY,55.86,8691.4652,1.7902,1.54,11.2119,2.9922,0.25,2.2561,1.4092,83.276,-0.068378919,0.172574293,1
1389,CE US EQUITY,71.88,11014.9815,1.4608,1.34,13.8146,3.5833,0.3,2.3052,1.4905,76.7575,0.2867884,-0.089454647,0
1390,CE US EQUITY,59.17,9073.3172,1.8591,1.07,11.7864,3.1383,0.3,1.8443,1.1708,93.9631,-0.176822482,0.124894372,1
1391,CE US EQUITY,67.33,9878.0782,1.708,-2.03,16.6165,4.156,0.3,1.7981,1.0987,105.3729,0.137907724,0.177484034,1
1392,CE US EQUITY,65.5,9655.2543,1.8321,1.74,15.2834,3.6511,0.3,2.2858,1.4402,84.0219,-0.027179563,0.371755725,1
1393,CE US EQUITY,65.45,9650.2877,1.9251,1.51,15.4121,3.6407,0.36,2.2594,1.437,84.6608,-0.000763359,0.450572956,1
1394,CE US EQUITY,66.56,9633.6723,1.9832,1.82,14.2213,3.5171,0.36,2.7122,1.8916,95.6839,0.016959511,0.567608173,1
1395,CE US EQUITY,79.28,11352.8558,1.665,1.13,16.9391,4.1892,0.36,2.2953,1.364,99.5697,0.191105769,0.350655903,1
1396,CELG US EQUITY,31.025,27332.8887,0,0.42,18.6254,4.4935,0,2.9282,2.4742,27.9043,-0.199561404,0.885253828,1
1397,CELG US EQUITY,38.2,32960.7945,0,0.495,20.8681,5.553,0,3.9855,3.545,54.0123,0.231265109,1.017513089,1
1398,CELG US EQUITY,39.235,33191.8138,0,0.31,18.6746,5.7842,0,3.2739,2.8758,54.0839,0.027094241,1.153281509,1
1399,CELG US EQUITY,77.069,63392.849,0,0.45,35.6266,10.7888,0,3.9392,3.5752,78.6164,0.317644042,0.229807056,1
1400,CELG US EQUITY,84.484,69626.5625,0,0.26,42.1019,12.3842,0,3.881,3.4687,84.819,0.096212485,0.324037688,1
1401,CELG US EQUITY,69.8,56680.4032,0,0.17,40.8141,12.464,0,2.8626,2.5494,113.591,-0.173808058,0.651575931,1
1402,CELG US EQUITY,85.88,68775.5964,0,0.75,45.6217,14.1478,0,5.4351,4.9191,142.9637,0.230372493,0.347636237,1
1403,CELG US EQUITY,94.78,75777.5645,0,0.64,44.0184,13.148,0,6.3228,5.6736,118.5303,0.103632976,0.14127453,1
1404,CELG US EQUITY,111.86,89343.0476,0,0.77,44.0805,13.7185,0,4.5983,4.1253,105.3151,0.180206795,0.070623994,0
1405,CELG US EQUITY,115.28,92292.0887,0,0.9,35.2986,13.5477,0,4.6085,4.0494,100.6297,0.030573932,-0.131766135,0
1406,CELG US EQUITY,115.735,91794.5682,0,0.45,40.0481,14.4808,0,3.3396,2.9619,120.5176,0.003946912,-0.147794531,0
1407,CELG US EQUITY,108.17,85512.7292,0,-0.04,43.9955,15.8407,0,3.2292,2.7921,288.3006,-0.065364842,-0.033650735,0
1408,CELG US EQUITY,119.76,94089.9878,0,0.71,47.4727,15.9154,0,4.7747,4.0494,240.7569,0.107146159,-0.023630595,0
1409,CELG US EQUITY,100.09,78236.8049,0,1.03,38.8575,15.2794,0,4.5728,3.8866,281.1598,-0.164245157,0.243181137,1
1410,CELG US EQUITY,98.63,76398.9461,0,0.77,31.9537,13.7756,0,4.6145,3.9852,257.9314,-0.014586872,0.316739329,1
1411,CELG US EQUITY,104.53,81022.738,0,0.22,27.6479,14.3448,0,3.6143,3.1913,253.1459,0.059819528,0.365732326,1
1412,CELG US EQUITY,116.93,90644.5442,0,0.55,30.9277,16.0465,0,3.6729,3.2413,216.5152,0.118626232,-0.107500214,0
1413,CERN US EQUITY,39.015,13300.736,0,0.29,41.0684,5.4421,0,3.5706,3.1223,6.8553,0.024688116,0.231449443,1
1414,CERN US EQUITY,38.755,13297.9336,0,0.33,34.3969,4.7072,0,3.0865,2.7321,6.9218,0.001571295,0.43826603,1
1415,CERN US EQUITY,52.55,18030.3335,0,0.34,41.3227,5.8675,0,2.9106,2.4238,5.9434,0.093766261,0.13358706,1
1416,CERN US EQUITY,56.25,19346.9685,0,0.35,41.5641,5.9491,0,3.1311,2.5456,4.9434,0.009149623,0.3024,1
1417,CERN US EQUITY,51.58,17711.1251,0,0.38,36.7554,5.3959,0,2.83,2.3278,4.7663,-0.083022222,0.338891043,1
1418,CERN US EQUITY,47.92,16268.6645,0,0.45,24.3209,3.8026,0,1.9155,1.5049,14.3523,-0.223967611,0.40630217,1
1419,CF US EQUITY,38.008,12473.834,0.6841,1.884,7.4762,2.5272,0.08,3.5957,3.1392,29.1771,0.058718663,-0.097558409,0
1420,CF US EQUITY,44.448,13933.8488,0.7199,1.286,8.2185,2.7736,0.08,2.5261,2.1466,26.848,0.169438013,-0.051340893,0
1421,CF US EQUITY,40.632,12772.7876,0.7876,1.496,7.3175,2.1668,0.08,2.9547,2.6229,25.5484,-0.085853132,0.147076196,1
1422,CF US EQUITY,42.166,12076.8955,0.7589,0.818,8.0683,2.3664,0.08,3.3516,2.7091,56.7192,0.229329446,0.324384575,1
1423,CF US EQUITY,46.608,13356.1441,0.944,1.15,9.7898,2.5639,0.2,3.1753,2.3442,56.9671,0.105345539,0.169498798,1
1424,CF US EQUITY,52.128,14456.6273,1.0743,2.588,11.7422,2.7811,0.2,3.4207,2.6091,86.5117,0.118434604,0.08839779,0
1425,CF US EQUITY,48.106,12525.2146,1.4135,1.224,11.9962,2.6654,0.2,4.7282,3.4047,94.7844,-0.077156231,0.336215857,1
1426,CF US EQUITY,55.844,13869.0614,1.6116,0.53,14.7331,3.0876,0.3,3.1834,2.6774,94.5853,0.160853116,-0.1959745,0
1427,CF US EQUITY,54.508,13554.8374,1.8346,0.97,13.8576,3.1292,0.3,2.5829,2.2334,100.4374,-0.023923788,-0.251302561,0
1428,CF US EQUITY,56.736,13590.5168,1.9388,0.96,14.5749,3.3217,0.3,1.8148,1.4839,103.938,0.040874734,-0.447617033,0
1429,CF US EQUITY,64.28,15128.1209,1.8668,1.5,15.4011,3.6452,0.3,1.8134,1.3335,102.6096,0.132966723,-0.625077785,0
1430,CF US EQUITY,44.9,10463.8458,2.6726,0.39,10.1551,2.545,0.3,1.3852,0.9384,125.1841,-0.301493466,-0.457683742,0
1431,CF US EQUITY,40.81,9511.8043,2.9405,0.11,10.2024,2.3574,0.3,0.9276,0.4551,126.2138,-0.091091314,-0.218328841,0
1432,CF US EQUITY,31.34,7304.8262,3.829,0.11,9.3558,1.8072,0.3,2.7651,2.3181,76.9947,-0.232050968,-0.063497128,0
1433,CF US EQUITY,24.1,5617.5557,4.9793,0.2,13.096,1.4103,0.3,4.3648,2.9069,77.3203,-0.231014678,0.160165975,1
